framenr,roinr,mx,my,count
2377,10,19,27,2
2377,8,50,24,2
2377,6,33,19,2
2377,4,28,8,1
2377,3,23,18,1
2377,5,30,2,1
2377,1,13,28,2
706,2,9,50,1
706,0,45,1,0
706,7,32,19,1
706,9,50,26,1
706,8,33,41,0
706,6,21,17,3
706,4,16,26,1
706,3,13,34,2
706,5,18,10,2
706,1,1,2,1
423,2,1,6,1
423,0,42,1,0
423,11,31,44,0
423,7,8,36,0
423,9,19,17,2
423,10,31,19,0
423,8,11,13,2
423,6,6,14,1
423,4,1,9,1
423,3,1,15,0
423,5,5,7,2
423,13,50,27,2
423,12,49,22,2
423,1,1,6,1
1104,2,15,23,4
1104,0,29,48,0
1104,11,9,50,1
1104,7,27,20,2
1104,9,40,18,2
1104,10,48,22,3
1104,8,28,8,3
1104,6,24,11,4
1104,4,19,17,5
1104,3,16,27,4
1104,5,21,25,3
1104,13,19,21,5
1104,12,15,16,3
1104,1,13,31,3
2038,2,11,13,1
2038,0,30,46,0
2038,16,1,3,1
2038,11,37,18,3
2038,7,20,17,2
2038,9,29,6,2
2038,10,31,20,1
2038,8,24,25,2
2038,6,17,24,4
2038,4,9,50,2
2038,3,11,37,2
2038,5,16,29,3
2038,13,44,20,2
2038,14,50,21,2
2038,15,50,26,2
2038,12,41,25,3
2038,1,8,45,2
271,2,7,50,3
271,0,34,48,0
271,16,47,26,2
271,11,28,3,2
271,7,16,29,2
271,9,24,24,2
271,10,26,21,2
271,17,48,17,1
271,8,27,11,2
271,6,14,42,2
271,4,8,44,2
271,3,6,11,1
271,5,13,50,3
271,13,33,9,2
271,14,36,15,3
271,15,41,19,2
271,12,31,18,2
271,1,1,50,2
1106,2,10,13,1
1106,0,29,46,0
1106,11,38,19,2
1106,7,22,15,5
1106,9,27,19,4
1106,10,31,23,2
1106,8,20,22,4
1106,6,21,9,1
1106,4,13,31,1
1106,3,9,50,1
1106,5,20,26,3
1106,13,50,23,2
1106,12,44,19,3
1106,1,1,10,2
2222,2,1,10,1
2222,0,18,1,0
2222,7,50,21,1
2222,9,50,28,2
2222,10,8,49,1
2222,8,50,32,1
2222,6,26,21,2
2222,4,13,50,2
2222,3,5,50,2
2222,5,21,25,2
2222,1,1,48,1
2486,2,7,20,0
2486,0,1,1,0
2486,11,35,18,2
2486,7,26,27,1
2486,9,32,3,1
2486,10,34,14,3
2486,8,31,22,2
2486,6,29,8,1
2486,4,18,24,4
2486,3,14,31,3
2486,5,23,21,3
2486,13,39,21,2
2486,14,49,21,1
2486,15,49,16,1
2486,12,35,23,2
2486,1,1,24,0
714,2,3,5,3
714,0,48,39,0
714,11,29,19,2
714,7,14,31,1
714,9,23,28,1
714,10,25,21,1
714,8,21,23,1
714,6,8,31,1
714,4,7,7,1
714,3,3,10,3
714,5,7,21,0
714,13,30,1,1
714,14,34,18,1
714,12,29,48,0
714,1,1,6,3
2091,2,6,13,2
2091,0,35,48,0
2091,11,50,23,2
2091,7,17,24,2
2091,9,22,18,4
2091,10,40,19,2
2091,8,17,35,2
2091,6,15,15,3
2091,4,11,14,2
2091,3,8,33,2
2091,5,12,33,2
2091,13,26,21,2
2091,14,30,1,1
2091,12,9,50,1
2091,1,2,11,1
1478,2,9,46,5
1478,0,37,46,0
1478,7,26,12,2
1478,9,50,27,1
1478,10,1,2,1
1478,8,37,19,2
1478,6,23,24,2
1478,4,21,32,0
1478,3,12,35,2
1478,5,22,18,3
1478,1,6,35,2
23,2,1,4,1
23,0,29,44,0
23,11,35,21,4
23,7,29,6,2
23,9,28,22,2
23,10,34,17,4
23,8,27,18,2
23,6,22,17,2
23,4,18,18,1
23,3,8,45,1
23,5,22,10,2
23,13,41,27,3
23,14,44,20,6
23,15,50,25,4
23,12,40,8,0
23,1,1,1,1
1152,7,50,23,1
1152,4,28,4,1
1152,2,21,17,6
1152,3,24,11,8
1152,0,1,15,0
1152,5,31,18,5
1152,6,36,13,3
1152,1,16,31,1
315,18,44,23,2
315,2,1,18,0
315,0,37,44,0
315,16,35,8,0
315,11,10,50,2
315,7,10,14,1
315,9,9,44,2
315,10,10,24,1
315,19,33,1,1
315,17,41,18,2
315,8,13,32,2
315,6,9,49,2
315,4,2,50,2
315,3,1,44,2
315,5,7,30,2
315,13,18,50,0
315,14,19,28,2
315,15,25,28,0
315,12,13,44,2
315,1,1,33,0
2303,2,13,15,1
2303,0,29,46,0
2303,16,32,1,1
2303,11,32,18,2
2303,7,24,8,1
2303,9,28,5,1
2303,10,33,2,1
2303,8,27,20,5
2303,6,24,2,0
2303,4,22,15,3
2303,3,18,23,4
2303,5,23,24,3
2303,13,39,18,2
2303,14,46,20,2
2303,15,46,26,2
2303,12,33,23,2
2303,1,8,45,2
1409,2,14,21,4
1409,0,1,43,0
1409,11,50,31,2
1409,7,33,17,4
1409,9,46,21,3
1409,10,46,28,2
1409,8,38,18,3
1409,6,30,13,3
1409,4,18,17,2
1409,3,18,27,4
1409,5,29,18,3
1409,13,29,1,2
1409,14,50,24,4
1409,12,28,5,2
1409,1,7,12,2
841,18,40,50,0
841,2,11,39,1
841,0,1,1,0
841,16,30,26,0
841,11,26,10,1
841,21,50,22,2
841,7,16,17,1
841,9,19,23,1
841,10,21,17,1
841,19,42,21,1
841,17,36,18,0
841,8,17,32,1
841,22,50,22,2
841,6,13,46,3
841,4,9,50,2
841,3,8,47,2
841,5,11,22,0
841,20,46,27,2
841,13,27,22,1
841,14,27,45,0
841,15,29,17,0
841,12,29,2,1
841,1,4,49,2
2289,2,4,8,1
2289,0,27,49,0
2289,11,50,22,1
2289,7,25,21,5
2289,9,43,19,1
2289,10,50,17,1
2289,8,30,18,2
2289,6,22,15,3
2289,4,18,24,2
2289,3,15,15,3
2289,5,28,4,2
2289,12,7,50,1
2289,1,1,8,1
2040,2,1,10,2
2040,0,37,42,0
2040,11,18,50,0
2040,7,12,15,1
2040,9,16,29,3
2040,10,17,36,2
2040,8,15,39,4
2040,6,9,50,4
2040,4,12,33,3
2040,3,4,46,3
2040,5,9,44,3
2040,13,27,19,1
2040,14,50,27,2
2040,15,30,1,1
2040,12,20,28,2
2040,1,1,10,2
1215,2,15,13,1
1215,0,1,34,0
1215,16,43,20,1
1215,11,33,8,1
1215,7,27,3,0
1215,9,27,17,3
1215,10,28,24,2
1215,8,27,11,2
1215,6,23,7,1
1215,4,22,1,0
1215,3,19,21,2
1215,5,23,27,2
1215,13,33,16,2
1215,14,38,16,1
1215,15,50,25,3
1215,12,32,24,1
1215,1,1,5,1
1753,2,8,50,4
1753,0,29,47,0
1753,7,37,24,1
1753,9,45,21,3
1753,10,50,24,4
1753,8,39,18,2
1753,6,28,19,1
1753,4,16,28,4
1753,3,11,34,3
1753,5,18,23,3
1753,1,1,2,1
1999,2,4,9,1
1999,0,40,47,0
1999,16,41,6,0
1999,11,23,13,2
1999,7,16,16,1
1999,9,22,35,0
1999,10,22,4,2
1999,17,43,20,2
1999,8,16,36,3
1999,6,14,30,3
1999,4,10,18,1
1999,3,7,14,0
1999,5,11,36,3
1999,13,24,29,0
1999,14,26,17,1
1999,15,37,1,1
1999,12,30,2,2
1999,1,1,8,1
1279,2,1,13,0
1279,0,28,48,0
1279,11,1,3,1
1279,7,22,15,3
1279,9,44,22,2
1279,10,48,22,2
1279,8,41,19,2
1279,6,14,29,0
1279,4,8,50,2
1279,3,8,41,2
1279,5,9,13,1
1279,13,33,1,1
1279,12,27,18,3
1279,1,1,50,1
2109,2,12,14,3
2109,0,29,44,0
2109,7,10,38,2
2109,9,50,23,1
2109,8,36,19,1
2109,6,28,8,2
2109,4,24,7,2
2109,3,19,17,7
2109,5,25,23,6
2109,1,9,44,2
288,2,10,35,2
288,0,27,49,0
288,7,42,19,2
288,9,6,50,1
288,10,28,4,1
288,8,50,23,4
288,6,27,18,1
288,4,19,17,3
288,3,12,15,2
288,5,20,26,2
288,1,9,40,2
1993,2,1,7,1
1993,0,29,49,0
1993,11,10,39,1
1993,7,27,1,2
1993,9,36,1,2
1993,10,43,19,3
1993,8,31,1,2
1993,6,21,13,2
1993,4,11,14,2
1993,3,8,48,1
1993,5,16,16,2
1993,12,28,19,1
1993,1,1,5,1
2305,7,32,1,1
2305,4,24,12,6
2305,2,8,45,4
2305,3,18,17,10
2305,0,31,44,0
2305,5,25,22,7
2305,8,50,23,1
2305,6,39,19,2
2305,1,1,1,1
1805,2,11,37,3
1805,0,33,46,0
1805,16,43,20,3
1805,11,48,22,4
1805,7,20,25,4
1805,9,24,11,2
1805,10,35,18,1
1805,8,21,19,4
1805,6,15,36,3
1805,4,15,21,4
1805,3,14,15,2
1805,5,15,30,4
1805,13,6,50,4
1805,14,7,49,2
1805,15,18,17,3
1805,12,50,28,4
1805,1,10,33,4
2383,2,9,50,1
2383,0,30,44,0
2383,7,21,16,2
2383,9,37,19,3
2383,10,50,23,1
2383,8,24,21,2
2383,6,17,16,2
2383,4,10,44,2
2383,3,11,36,3
2383,5,15,28,2
2383,1,4,10,1
1862,2,10,40,3
1862,0,29,46,0
1862,7,50,24,1
1862,9,28,10,1
1862,10,32,1,1
1862,8,20,20,5
1862,6,26,19,3
1862,4,14,31,5
1862,3,14,15,3
1862,5,18,26,6
1862,1,9,50,2
1953,18,33,5,0
1953,2,1,9,2
1953,0,45,49,0
1953,16,31,22,4
1953,11,25,17,5
1953,21,1,3,2
1953,7,15,11,1
1953,9,21,26,2
1953,10,23,9,2
1953,19,33,31,0
1953,17,32,18,4
1953,8,16,16,1
1953,6,14,20,2
1953,4,8,46,2
1953,3,6,13,1
1953,5,10,17,1
1953,20,39,18,1
1953,13,24,13,4
1953,14,25,22,4
1953,15,29,14,4
1953,12,25,6,2
1953,1,1,10,2
1050,7,33,1,2
1050,4,21,17,4
1050,2,14,32,1
1050,3,18,24,4
1050,0,31,48,0
1050,5,39,19,3
1050,8,50,24,1
1050,6,7,12,1
1050,1,8,50,6
1889,2,22,1,0
1889,0,1,1,0
1889,11,50,2,0
1889,7,37,8,0
1889,9,49,16,1
1889,10,49,23,2
1889,8,43,20,2
1889,6,32,19,0
1889,4,24,19,1
1889,3,24,25,1
1889,5,27,7,1
1889,1,13,33,1
712,2,1,8,4
712,0,45,24,0
712,16,40,1,0
712,11,15,2,0
712,7,9,50,1
712,9,12,11,1
712,10,14,31,1
712,17,47,44,0
712,8,10,29,1
712,6,8,13,2
712,4,3,6,3
712,3,1,12,2
712,5,6,43,0
712,13,20,1,0
712,14,20,27,1
712,15,25,18,1
712,12,16,26,1
712,1,1,3,2
2217,7,50,25,5
2217,4,45,20,3
2217,2,29,4,3
2217,3,27,18,5
2217,0,2,6,0
2217,5,50,31,2
2217,6,6,50,1
2217,1,9,42,1
2401,2,8,7,2
2401,0,36,47,0
2401,11,31,18,2
2401,7,25,20,3
2401,9,29,5,1
2401,10,29,11,3
2401,8,23,27,1
2401,6,20,35,2
2401,4,18,23,3
2401,3,16,30,2
2401,5,22,15,2
2401,13,50,27,1
2401,14,8,46,1
2401,12,32,23,2
2401,1,3,11,2
300,2,11,35,5
300,0,2,1,0
300,11,50,31,1
300,7,20,15,2
300,9,22,31,2
300,10,9,45,1
300,8,20,21,2
300,6,16,16,2
300,4,14,24,4
300,3,14,20,2
300,5,15,30,5
300,1,7,50,3
1000,2,7,11,1
1000,0,28,47,0
1000,7,25,22,3
1000,9,29,2,1
1000,8,44,20,3
1000,6,20,26,4
1000,4,15,30,5
1000,3,12,35,4
1000,5,19,17,2
1000,1,7,49,1
1895,2,11,36,1
1895,0,30,49,0
1895,11,49,22,3
1895,7,28,3,2
1895,9,39,19,2
1895,10,46,20,3
1895,8,27,19,3
1895,6,25,7,2
1895,4,18,17,5
1895,3,16,27,3
1895,5,18,23,6
1895,13,6,50,1
1895,12,50,23,3
1895,1,1,2,2
2047,2,11,13,1
2047,0,28,45,0
2047,7,47,21,2
2047,9,1,9,1
2047,8,50,24,3
2047,6,28,5,3
2047,4,27,11,6
2047,3,16,29,4
2047,5,28,18,4
2047,1,8,48,4
289,18,43,20,1
289,2,6,35,1
289,0,27,49,0
289,16,50,21,2
289,11,24,7,2
289,7,13,26,2
289,9,18,27,2
289,10,18,16,1
289,17,8,12,2
289,8,15,31,3
289,6,13,15,2
289,4,8,41,1
289,3,8,17,2
289,5,11,35,2
289,13,32,10,2
289,14,47,25,2
289,15,50,23,2
289,12,28,4,2
289,1,1,6,3
1289,2,7,2,0
1289,0,37,46,0
1289,11,28,28,1
1289,7,24,28,2
1289,9,25,23,4
1289,10,28,12,2
1289,8,25,16,3
1289,6,20,13,1
1289,4,14,41,2
1289,3,10,37,2
1289,5,19,23,3
1289,13,34,14,2
1289,14,7,50,1
1289,15,9,41,2
1289,12,32,18,2
1289,1,1,4,1
435,2,7,11,1
435,0,29,48,0
435,7,26,17,2
435,9,49,22,2
435,10,50,30,1
435,8,39,19,3
435,6,23,25,2
435,4,14,29,1
435,3,8,50,3
435,5,18,24,2
435,1,1,4,1
1570,2,8,50,2
1570,0,30,46,0
1570,7,20,21,2
1570,9,50,23,4
1570,8,20,25,3
1570,6,20,17,1
1570,4,11,38,5
1570,3,9,12,1
1570,5,15,31,4
1570,1,6,36,3
57,7,50,22,2
57,4,18,17,8
57,2,8,41,2
57,3,12,34,2
57,0,33,39,0
57,5,27,19,4
57,6,28,7,2
57,1,1,4,1
1395,7,28,7,1
1395,4,22,17,2
1395,2,15,15,2
1395,3,16,29,3
1395,0,29,49,0
1395,5,50,28,2
1395,6,1,7,1
1395,1,9,42,4
1169,18,44,24,1
1169,2,7,50,2
1169,0,1,2,0
1169,16,38,19,1
1169,11,27,2,1
1169,7,14,50,2
1169,9,22,18,1
1169,10,23,22,1
1169,17,40,1,0
1169,8,27,11,2
1169,6,14,45,3
1169,4,9,43,2
1169,3,10,39,2
1169,5,12,48,2
1169,13,27,46,0
1169,14,34,6,1
1169,15,37,10,0
1169,12,26,50,0
1169,1,1,50,1
1899,2,4,11,2
1899,0,29,48,0
1899,16,9,41,1
1899,11,30,2,1
1899,7,19,17,5
1899,9,27,6,1
1899,10,27,13,5
1899,8,22,16,6
1899,6,18,23,4
1899,4,13,15,3
1899,3,7,50,4
1899,5,15,28,2
1899,13,41,19,2
1899,14,46,20,2
1899,15,50,27,3
1899,12,28,19,4
1899,1,1,3,2
1232,18,22,23,2
1232,2,1,11,1
1232,0,48,37,0
1232,16,22,10,1
1232,11,15,18,2
1232,21,34,2,0
1232,7,10,44,2
1232,9,11,37,3
1232,10,15,31,2
1232,19,31,24,0
1232,17,21,17,2
1232,8,9,29,1
1232,22,43,9,0
1232,6,8,22,0
1232,4,3,1,0
1232,3,2,7,1
1232,5,4,37,2
1232,20,31,48,0
1232,23,48,12,0
1232,13,17,24,3
1232,14,18,35,1
1232,15,19,21,2
1232,12,16,39,2
1232,1,1,50,0
1617,2,6,50,3
1617,0,29,48,0
1617,11,50,27,3
1617,7,27,19,3
1617,9,34,18,4
1617,10,44,19,2
1617,8,34,12,4
1617,6,17,16,1
1617,4,9,44,3
1617,3,4,44,3
1617,5,12,35,2
1617,13,50,23,3
1617,12,9,40,4
1617,1,1,3,1
2063,2,8,50,5
2063,0,32,49,0
2063,11,50,24,1
2063,7,21,18,2
2063,9,32,18,2
2063,10,43,19,1
2063,8,26,21,3
2063,6,20,27,2
2063,4,11,39,3
2063,3,12,34,3
2063,5,16,27,1
2063,13,9,42,4
2063,14,29,1,1
2063,12,3,11,2
2063,1,7,12,2
2065,18,38,1,2
2065,2,1,20,0
2065,0,47,45,0
2065,16,30,18,1
2065,11,22,17,1
2065,7,11,28,2
2065,9,15,27,1
2065,10,17,48,0
2065,19,40,19,1
2065,17,36,28,0
2065,8,14,35,3
2065,6,10,50,2
2065,4,10,42,2
2065,3,2,41,1
2065,5,9,50,2
2065,20,50,1,0
2065,13,18,41,1
2065,14,20,28,1
2065,15,31,1,3
2065,12,18,33,2
2065,1,1,49,0
799,2,3,44,3
799,0,35,47,0
799,11,31,2,1
799,7,18,27,1
799,9,24,17,2
799,10,30,14,2
799,8,25,11,2
799,6,15,44,3
799,4,10,41,3
799,3,9,50,2
799,5,12,36,3
799,13,40,19,2
799,14,50,28,1
799,12,34,18,1
799,1,1,3,2
2094,2,10,14,2
2094,0,32,48,0
2094,7,26,20,3
2094,9,40,19,3
2094,10,47,21,2
2094,8,33,18,4
2094,6,29,1,5
2094,4,17,25,2
2094,3,12,34,4
2094,5,19,32,3
2094,1,9,50,2
2255,2,9,50,3
2255,0,31,38,0
2255,11,33,12,2
2255,7,17,17,5
2255,9,22,17,5
2255,10,28,8,2
2255,8,18,23,5
2255,6,15,12,3
2255,4,10,45,4
2255,3,10,39,3
2255,5,11,34,3
2255,12,44,19,1
2255,1,8,50,3
2287,7,45,26,1
2287,4,14,16,2
2287,2,2,10,3
2287,3,8,48,1
2287,0,27,37,0
2287,5,35,18,2
2287,8,22,15,1
2287,6,42,20,2
2287,1,1,16,3
704,2,9,42,2
704,0,30,48,0
704,11,34,6,2
704,7,29,14,4
704,9,26,17,4
704,10,30,1,2
704,8,28,6,3
704,6,21,17,2
704,4,16,30,2
704,3,10,37,3
704,5,21,9,2
704,13,50,24,1
704,12,42,19,1
704,1,1,8,1
2139,18,38,18,2
2139,2,1,12,1
2139,0,39,46,0
2139,16,30,17,2
2139,11,21,26,2
2139,21,50,24,1
2139,7,1,15,1
2139,9,8,50,2
2139,10,8,23,0
2139,19,37,25,2
2139,17,32,26,1
2139,8,2,10,2
2139,22,15,31,2
2139,6,2,3,1
2139,4,1,44,0
2139,3,1,50,1
2139,5,1,24,0
2139,20,44,18,1
2139,23,50,26,1
2139,13,27,5,1
2139,14,29,24,2
2139,15,30,1,1
2139,12,19,50,0
2139,1,1,2,1
2481,2,8,33,2
2481,0,29,45,0
2481,16,50,25,4
2481,11,50,29,4
2481,7,13,32,3
2481,9,21,25,4
2481,10,30,16,5
2481,8,26,10,4
2481,6,13,26,3
2481,4,9,50,2
2481,3,8,50,2
2481,5,13,12,1
2481,13,31,1,4
2481,14,33,1,4
2481,15,48,22,2
2481,12,17,25,3
2481,1,8,11,1
690,2,12,35,3
690,0,29,48,0
690,11,50,23,2
690,7,26,14,4
690,9,35,19,6
690,10,9,43,3
690,8,26,23,3
690,6,22,20,4
690,4,17,32,4
690,3,15,15,1
690,5,18,24,2
690,1,7,49,3
2189,2,8,48,3
2189,0,29,46,0
2189,11,49,23,3
2189,7,28,2,1
2189,9,33,1,2
2189,10,38,19,4
2189,8,29,17,2
2189,6,28,1,2
2189,4,10,13,3
2189,3,9,50,3
2189,5,16,29,2
2189,13,33,1,2
2189,14,45,20,4
2189,15,50,25,3
2189,12,19,27,2
2189,1,1,8,2
445,2,9,50,2
445,0,30,45,0
445,11,47,24,3
445,7,32,18,2
445,9,44,19,2
445,10,45,27,1
445,8,38,18,4
445,6,22,6,1
445,4,22,16,3
445,3,15,22,2
445,5,21,27,1
445,13,33,1,1
445,12,50,24,3
445,1,1,5,2
779,7,29,1,1
779,4,29,18,2
779,2,12,34,1
779,3,22,18,2
779,0,1,1,0
779,5,30,24,2
779,6,39,19,2
779,1,7,32,1
252,2,12,20,0
252,0,1,48,0
252,11,46,25,3
252,7,24,12,3
252,9,35,19,2
252,10,31,7,1
252,8,30,1,1
252,6,20,17,3
252,4,14,32,1
252,3,14,17,2
252,5,19,29,1
252,13,49,22,4
252,14,29,2,1
252,15,50,24,4
252,12,47,17,3
252,1,4,10,1
921,2,9,40,1
921,0,1,4,0
921,7,32,13,2
921,9,50,29,3
921,8,50,22,3
921,6,25,11,4
921,4,16,28,2
921,3,11,30,2
921,5,23,18,3
921,1,6,50,1
835,2,9,50,4
835,0,29,47,0
835,7,31,18,2
835,9,7,12,1
835,10,29,2,1
835,8,46,21,1
835,6,27,11,3
835,4,14,30,2
835,3,8,45,3
835,5,21,18,2
835,1,3,48,4
1376,18,47,26,3
1376,2,1,18,0
1376,0,49,47,0
1376,16,35,22,2
1376,11,24,22,1
1376,7,16,30,1
1376,9,21,16,2
1376,10,21,50,0
1376,19,50,24,2
1376,17,41,19,1
1376,8,25,9,1
1376,6,10,13,1
1376,4,9,50,3
1376,3,3,47,3
1376,5,8,19,1
1376,13,29,43,0
1376,14,33,18,1
1376,15,34,11,1
1376,12,30,21,2
1376,1,1,36,0
96,7,36,12,0
96,4,22,24,2
96,2,12,35,2
96,3,19,18,2
96,0,1,5,0
96,5,30,2,2
96,8,44,26,0
96,6,24,18,2
96,1,8,45,4
1944,2,14,30,1
1944,0,34,49,0
1944,11,36,1,1
1944,7,26,9,1
1944,9,31,13,1
1944,10,33,2,0
1944,8,28,16,2
1944,6,22,17,2
1944,4,20,27,1
1944,3,19,12,2
1944,5,20,33,1
1944,13,33,1,1
1944,12,50,26,1
1944,1,10,43,1
727,18,39,24,2
727,2,1,7,1
727,0,44,49,0
727,16,35,25,3
727,11,28,10,3
727,7,11,36,1
727,9,16,19,1
727,10,21,9,3
727,19,41,18,2
727,17,36,5,0
727,8,14,16,0
727,6,8,2,0
727,4,5,33,1
727,3,3,10,1
727,5,6,40,1
727,13,25,31,0
727,14,26,39,0
727,15,35,16,4
727,12,23,17,3
727,1,1,8,1
1556,2,2,46,2
1556,0,46,46,0
1556,16,38,1,0
1556,11,14,48,2
1556,7,7,50,3
1556,9,13,24,1
1556,10,16,16,2
1556,17,48,21,1
1556,8,12,38,1
1556,6,10,14,2
1556,4,5,25,0
1556,3,3,10,1
1556,5,8,49,3
1556,13,18,9,1
1556,14,22,25,1
1556,15,32,32,0
1556,12,16,1,0
1556,1,1,50,3
1718,2,9,50,2
1718,0,30,46,0
1718,11,16,28,2
1718,7,32,18,3
1718,9,40,19,2
1718,10,9,45,1
1718,8,37,1,2
1718,6,28,19,3
1718,4,30,1,3
1718,3,17,16,3
1718,5,24,18,3
1718,1,1,6,1
2046,2,7,49,2
2046,0,30,49,0
2046,11,26,11,5
2046,7,18,14,1
2046,9,24,22,4
2046,10,29,6,2
2046,8,23,18,5
2046,6,17,34,1
2046,4,16,20,2
2046,3,15,7,0
2046,5,17,28,2
2046,13,34,18,2
2046,14,50,24,1
2046,12,30,18,4
2046,1,2,10,1
803,2,4,48,1
803,0,29,45,0
803,11,1,4,1
803,7,32,25,4
803,9,38,13,3
803,10,47,22,2
803,8,38,18,3
803,6,29,18,4
803,4,21,14,2
803,3,9,46,1
803,5,23,18,3
803,13,31,1,1
803,12,24,12,3
803,1,1,17,0
1819,2,12,34,4
1819,0,30,49,0
1819,7,44,19,2
1819,9,28,5,1
1819,8,50,24,2
1819,6,40,20,2
1819,4,17,30,4
1819,3,14,15,1
1819,5,27,20,1
1819,1,9,43,2
2014,2,2,43,3
2014,0,35,48,0
2014,11,24,14,1
2014,7,11,35,6
2014,9,17,38,3
2014,10,22,19,1
2014,8,16,29,3
2014,6,9,49,3
2014,4,7,46,4
2014,3,6,37,5
2014,5,9,41,5
2014,13,45,20,2
2014,14,46,15,1
2014,15,50,24,2
2014,12,43,27,1
2014,1,1,9,1
2141,18,23,13,2
2141,2,1,2,1
2141,0,28,47,0
2141,16,48,10,0
2141,11,37,26,2
2141,7,30,1,1
2141,9,32,6,1
2141,10,33,21,3
2141,17,6,50,1
2141,8,29,18,2
2141,6,30,1,1
2141,4,16,31,1
2141,3,2,10,2
2141,5,26,1,1
2141,13,38,19,2
2141,14,40,11,0
2141,15,44,14,2
2141,12,37,7,1
2141,1,1,13,1
49,2,6,50,4
49,0,3,1,0
49,11,31,18,1
49,7,21,14,3
49,9,24,25,2
49,10,28,8,2
49,8,19,21,3
49,6,13,50,4
49,4,10,40,3
49,3,8,45,4
49,5,12,20,1
49,13,45,21,1
49,14,46,25,1
49,12,34,11,1
49,1,2,47,4
1533,18,47,13,0
1533,2,8,7,0
1533,0,36,46,0
1533,16,44,20,2
1533,11,27,21,2
1533,21,50,12,0
1533,7,23,25,1
1533,9,30,2,2
1533,10,27,15,2
1533,19,47,18,2
1533,17,45,25,2
1533,8,25,1,2
1533,22,50,32,1
1533,6,18,25,1
1533,24,50,31,1
1533,4,13,44,0
1533,3,11,35,1
1533,5,16,49,1
1533,20,50,24,3
1533,23,50,24,3
1533,13,40,24,3
1533,14,42,6,0
1533,15,43,15,2
1533,12,35,18,3
1533,1,7,50,2
819,2,8,46,2
819,0,30,45,0
819,11,50,23,1
819,7,22,17,6
819,9,28,18,7
819,10,30,25,5
819,8,24,24,7
819,6,22,12,4
819,4,11,38,1
819,3,9,50,5
819,5,19,27,3
819,13,31,1,1
819,14,35,19,2
819,12,13,15,1
819,1,1,10,1
552,2,4,43,1
552,0,30,48,0
552,11,33,17,1
552,7,14,31,2
552,9,20,26,2
552,10,23,29,1
552,8,19,16,2
552,6,13,15,2
552,4,10,44,1
552,3,6,11,3
552,5,9,50,3
552,13,50,29,1
552,14,33,1,1
552,12,42,19,3
552,1,1,10,2
1744,2,9,13,3
1744,0,30,43,0
1744,16,32,1,3
1744,11,50,23,2
1744,7,22,16,3
1744,9,29,18,3
1744,10,45,22,1
1744,8,24,21,5
1744,6,21,10,1
1744,4,14,30,6
1744,3,9,42,3
1744,5,19,20,5
1744,13,1,8,2
1744,14,12,15,3
1744,15,19,26,6
1744,12,1,5,2
1744,1,8,48,3
2283,2,9,43,3
2283,0,20,4,0
2283,7,41,12,0
2283,9,50,26,4
2283,10,50,20,4
2283,8,46,21,4
2283,6,18,35,3
2283,4,12,35,4
2283,3,8,47,1
2283,5,16,40,4
2283,1,1,10,2
489,2,21,18,4
489,0,29,49,0
489,11,44,20,1
489,7,1,3,1
489,9,10,42,1
489,10,17,29,1
489,8,7,50,1
489,6,50,23,2
489,4,30,18,4
489,3,27,10,2
489,5,35,18,2
489,1,12,15,1
1816,2,9,50,2
1816,0,29,45,0
1816,7,29,18,2
1816,9,49,22,2
1816,10,50,24,3
1816,8,43,21,2
1816,6,20,26,2
1816,4,14,15,2
1816,3,12,33,2
1816,5,14,27,3
1816,1,5,11,2
1827,2,11,14,1
1827,0,33,49,0
1827,11,38,26,2
1827,7,25,13,3
1827,9,31,18,3
1827,10,38,12,1
1827,8,23,30,1
1827,6,18,22,4
1827,4,12,33,1
1827,3,16,17,4
1827,5,17,29,3
1827,13,50,22,3
1827,14,50,25,3
1827,12,44,19,2
1827,1,8,34,1
1544,18,48,22,2
1544,2,1,50,2
1544,0,32,46,0
1544,16,41,25,4
1544,11,12,32,1
1544,7,8,34,1
1544,9,12,50,2
1544,10,12,9,1
1544,17,45,19,3
1544,8,9,12,1
1544,6,6,17,2
1544,4,5,50,2
1544,3,1,10,2
1544,5,5,8,3
1544,13,23,13,1
1544,14,34,19,2
1544,15,38,19,3
1544,12,15,14,1
1544,1,1,5,2
2499,2,9,13,1
2499,0,28,49,0
2499,11,32,15,1
2499,7,22,16,3
2499,9,28,11,2
2499,10,32,4,1
2499,8,29,3,1
2499,6,22,24,5
2499,4,15,28,4
2499,3,13,33,2
2499,5,22,11,2
2499,13,42,18,2
2499,14,8,48,1
2499,12,37,19,2
2499,1,8,17,1
898,2,11,36,2
898,0,28,47,0
898,11,1,4,1
898,7,34,3,3
898,9,41,20,1
898,10,50,26,1
898,8,34,23,1
898,6,32,18,1
898,4,31,1,2
898,3,23,17,2
898,5,30,13,2
898,12,28,10,2
898,1,8,44,3
534,2,9,42,3
534,0,29,48,0
534,7,1,2,1
534,9,11,15,3
534,10,15,16,3
534,8,4,11,2
534,6,34,18,6
534,4,23,17,3
534,3,16,28,4
534,5,22,24,2
534,1,8,50,3
2310,2,21,25,3
2310,0,1,2,0
2310,11,7,49,1
2310,7,29,21,2
2310,9,38,19,2
2310,10,38,24,2
2310,8,32,18,3
2310,6,29,12,3
2310,4,25,10,1
2310,3,23,18,3
2310,5,27,26,1
2310,1,13,33,2
559,7,50,28,2
559,4,15,31,3
