framenr,roinr,mx,my,count
683,2,5,8,3
683,0,1,37,0
683,16,38,19,1
683,11,48,21,1
683,7,22,20,2
683,9,31,18,3
683,10,35,41,0
683,8,22,24,2
683,6,27,9,2
683,4,19,16,2
683,3,9,13,1
683,5,18,24,2
683,13,50,34,1
683,14,50,28,2
683,15,1,10,2
683,12,50,29,1
683,1,1,6,2
2003,2,5,14,2
2003,0,30,45,0
2003,11,50,23,1
2003,7,23,18,4
2003,9,28,18,3
2003,10,40,18,1
2003,8,28,5,1
2003,6,17,15,4
2003,4,11,14,2
2003,3,9,46,2
2003,5,16,27,4
2003,1,8,50,4
852,18,27,5,1
852,2,1,10,2
852,0,31,48,0
852,16,23,3,1
852,11,15,1,0
852,21,42,1,0
852,7,7,14,1
852,9,10,8,0
852,25,50,24,4
852,10,13,32,1
852,26,50,28,3
852,19,29,14,3
852,17,27,9,1
852,8,8,20,0
852,22,42,16,2
852,6,8,50,1
852,24,50,17,3
852,4,2,10,2
852,3,1,49,1
852,5,2,24,0
852,20,31,8,1
852,23,47,20,4
852,13,15,24,1
852,14,17,32,1
852,15,23,18,3
852,12,15,12,1
852,1,1,5,2
2223,7,50,23,3
2223,4,26,20,4
2223,2,9,46,3
2223,3,20,25,4
2223,0,1,2,0
2223,5,39,19,4
2223,8,6,50,4
2223,6,45,21,5
2223,1,1,49,2
232,2,11,35,3
232,0,39,48,0
232,16,50,28,1
232,11,26,21,1
232,7,18,33,3
232,9,26,10,1
232,10,23,29,2
232,8,18,47,0
232,6,18,28,3
232,4,14,31,3
232,3,13,17,1
232,5,17,16,1
232,13,30,1,2
232,14,32,1,2
232,15,39,19,1
232,12,40,5,0
232,1,6,36,2
355,7,1,11,1
355,4,26,20,2
355,2,23,14,4
355,3,16,29,2
355,0,27,47,0
355,5,44,20,2
355,6,50,24,3
355,1,7,50,3
994,2,17,16,3
994,0,2,2,0
994,11,6,50,1
994,7,33,18,6
994,9,38,23,4
994,10,50,25,1
994,8,38,18,4
994,6,28,11,6
994,4,22,16,5
994,3,22,25,4
994,5,30,3,0
994,12,33,1,1
994,1,16,26,3
1243,2,1,8,4
1243,0,34,49,0
1243,11,7,50,2
1243,7,19,17,2
1243,9,23,29,2
1243,10,27,18,4
1243,8,18,27,2
1243,6,12,25,2
1243,4,9,43,1
1243,3,1,14,2
1243,5,8,11,1
1243,13,29,1,3
1243,14,32,1,3
1243,15,50,24,1
1243,12,28,6,2
1243,1,1,2,3
2379,7,41,19,2
2379,4,15,29,2
2379,2,9,31,2
2379,3,10,38,2
2379,0,1,1,0
2379,5,24,13,2
2379,8,32,1,1
2379,6,32,18,1
2379,1,8,50,3
749,18,34,14,2
749,2,6,24,0
749,0,1,2,0
749,16,29,18,3
749,11,21,24,3
749,21,28,4,1
749,7,17,20,1
749,9,19,50,0
749,10,21,11,3
749,19,34,20,2
749,17,32,1,1
749,8,18,38,0
749,6,16,30,1
749,4,10,30,1
749,3,8,50,1
749,5,14,35,1
749,20,48,1,0
749,13,23,17,3
749,14,27,23,3
749,15,28,11,4
749,12,23,31,0
749,1,1,45,1
187,2,11,14,2
187,0,28,47,0
187,7,7,50,1
187,9,30,1,1
187,8,12,33,2
187,6,46,20,1
187,4,23,15,4
187,3,17,25,3
187,5,31,18,6
187,1,6,15,2
83,2,8,41,3
83,0,1,6,0
83,7,47,28,3
83,9,23,25,2
83,10,50,23,3
83,8,48,22,3
83,6,37,18,3
83,4,17,35,2
83,3,11,35,3
83,5,20,20,2
83,1,3,39,1
1149,2,2,6,1
1149,0,26,48,0
1149,7,35,21,1
1149,9,42,33,0
1149,10,50,6,0
1149,8,40,18,1
1149,6,16,27,1
1149,4,11,35,1
1149,3,6,7,0
1149,5,24,17,3
1149,1,1,4,1
1198,7,27,18,4
1198,4,25,23,6
1198,2,20,19,5
1198,3,18,27,4
1198,0,1,11,0
1198,5,35,17,1
1198,6,50,24,1
1198,1,9,42,2
1480,2,8,13,1
1480,0,31,49,0
1480,11,32,1,1
1480,7,22,18,2
1480,9,29,22,3
1480,10,35,19,2
1480,8,23,23,2
1480,6,17,18,2
1480,4,10,39,2
1480,3,9,49,2
1480,5,12,32,1
1480,12,50,23,1
1480,1,1,1,1
2314,2,9,42,1
2314,0,29,48,0
2314,7,27,19,6
2314,9,50,24,2
2314,8,38,19,2
2314,6,28,8,2
2314,4,14,32,1
2314,3,14,15,3
2314,5,21,17,7
2314,1,6,50,2
539,2,5,11,2
539,0,28,48,0
539,11,50,23,1
539,7,18,17,2
539,9,22,25,4
539,10,26,19,3
539,8,22,16,2
539,6,16,26,3
539,4,8,50,3
539,3,8,44,2
539,5,12,12,2
539,12,33,1,1
539,1,1,4,2
814,2,1,11,2
814,0,31,48,0
814,11,50,35,0
814,7,30,18,2
814,9,41,18,1
814,10,45,23,1
814,8,36,21,3
814,6,13,37,2
814,4,4,50,0
814,3,2,10,2
814,5,14,31,2
814,12,1,2,1
814,1,1,6,3
487,2,8,45,2
487,0,38,46,0
487,11,46,20,2
487,7,23,24,5
487,9,29,18,6
487,10,42,19,3
487,8,27,11,4
487,6,23,17,4
487,4,16,17,2
487,3,15,29,2
487,5,16,46,0
487,12,35,18,3
487,1,1,3,1
1371,2,8,43,1
1371,0,33,46,0
1371,16,14,29,2
1371,11,33,18,2
1371,7,25,19,2
1371,9,29,15,2
1371,10,29,21,1
1371,8,28,4,1
1371,6,22,23,1
1371,4,13,41,2
1371,3,13,35,2
1371,5,23,14,2
1371,13,50,25,2
1371,14,50,30,2
1371,15,7,50,2
1371,12,50,26,2
1371,1,1,6,1
2074,2,10,13,2
2074,0,29,47,0
2074,7,32,19,1
2074,9,8,49,1
2074,10,33,1,1
2074,8,44,20,2
2074,6,18,17,1
2074,4,15,32,2
2074,3,15,27,2
2074,5,16,12,3
2074,1,1,8,5
2333,2,4,41,5
2333,0,30,44,0
2333,11,50,26,4
2333,7,16,24,1
2333,9,38,24,2
2333,10,48,22,5
2333,8,37,18,2
2333,6,11,36,5
2333,4,8,50,3
2333,3,7,11,2
2333,5,10,41,5
2333,13,41,20,3
2333,12,32,1,1
2333,1,1,10,2
541,2,8,44,4
541,0,31,43,0
541,11,48,20,2
541,7,26,9,3
541,9,27,1,1
541,10,43,21,2
541,8,26,21,3
541,6,22,25,2
541,4,11,50,6
541,3,8,50,6
541,5,22,16,2
541,13,50,30,1
541,12,35,19,1
541,1,1,5,2
45,2,8,46,1
45,0,29,45,0
45,11,28,5,2
45,7,23,21,3
45,9,41,20,2
45,10,50,25,2
45,8,27,17,2
45,6,22,13,3
45,4,14,32,4
45,3,11,36,4
45,5,19,21,3
45,1,1,7,2
753,2,7,48,1
753,0,47,49,0
753,11,37,19,2
753,7,16,25,2
753,9,21,30,2
753,10,35,32,0
753,8,20,17,1
753,6,15,29,2
753,4,13,15,1
753,3,8,16,1
753,5,14,20,2
753,13,42,25,3
753,14,44,20,2
753,12,41,16,3
753,1,1,21,0
954,4,50,23,2
954,2,19,26,3
954,3,29,18,2
954,0,1,1,0
954,1,11,36,1
1402,2,8,48,2
1402,0,30,45,0
1402,11,28,10,1
1402,7,29,18,3
1402,9,50,18,2
1402,10,50,23,2
1402,8,40,18,1
1402,6,25,22,6
1402,4,10,13,1
1402,3,9,50,2
1402,5,19,27,4
1402,12,30,1,1
1402,1,1,3,1
1482,2,10,39,3
1482,0,37,46,0
1482,11,50,25,3
1482,7,28,20,5
1482,9,35,1,1
1482,10,46,21,2
1482,8,29,1,1
1482,6,25,29,3
1482,4,22,17,3
1482,3,17,26,3
1482,5,23,24,5
1482,13,50,30,2
1482,14,6,11,1
1482,15,28,9,1
1482,12,50,24,3
1482,1,8,50,1
1809,18,33,18,0
1809,2,3,12,2
1809,0,39,48,0
1809,16,27,13,1
1809,11,17,40,0
1809,7,11,34,1
1809,9,15,31,3
1809,10,16,35,1
1809,19,34,1,2
1809,17,28,1,2
1809,8,17,26,3
1809,6,10,42,2
1809,4,7,12,1
1809,3,4,42,2
1809,5,9,6,1
1809,20,8,47,2
1809,13,21,38,1
1809,14,22,31,3
1809,15,29,5,2
1809,12,18,1,0
1809,1,1,6,3
662,2,10,37,3
662,0,36,47,0
662,11,28,10,1
662,7,33,17,2
662,9,1,4,2
662,10,8,47,1
662,8,47,21,3
662,6,19,33,3
662,4,14,38,3
662,3,13,31,4
662,5,16,25,2
662,1,1,11,2
1192,2,8,34,1
1192,0,35,44,0
1192,11,27,12,3
1192,7,17,34,2
1192,9,23,23,5
1192,10,23,28,4
1192,8,21,17,5
1192,6,16,30,3
1192,4,11,14,1
1192,3,9,50,1
1192,5,13,34,2
1192,13,37,19,2
1192,14,29,1,1
1192,12,33,18,3
1192,1,1,2,1
1334,7,50,24,3
1334,4,11,37,3
1334,2,8,49,2
1334,3,9,42,4
1334,0,28,48,0
1334,5,21,20,2
1334,8,28,3,1
1334,6,28,18,1
1334,1,1,6,3
1414,2,3,11,4
1414,0,30,45,0
1414,11,29,1,2
1414,7,15,12,3
1414,9,19,17,3
1414,10,28,6,2
1414,8,18,24,3
1414,6,10,38,1
1414,4,9,14,2
1414,3,6,50,3
1414,5,9,48,3
1414,13,42,19,2
1414,14,50,25,2
1414,15,50,29,2
1414,12,28,18,2
1414,1,1,5,3
1295,2,1,9,4
1295,0,30,44,0
1295,11,48,22,2
1295,7,15,30,3
1295,9,24,24,6
1295,10,28,19,3
1295,8,19,20,6
1295,6,11,38,3
1295,4,8,45,4
1295,3,5,10,4
1295,5,12,15,4
1295,13,6,50,4
1295,14,28,3,1
1295,15,36,19,1
1295,12,50,23,3
1295,1,1,2,2
1950,2,11,38,3
1950,0,1,5,0
1950,7,29,12,6
1950,9,43,19,3
1950,10,28,8,4
1950,8,33,18,3
1950,6,25,22,5
1950,4,20,25,3
1950,3,13,33,4
1950,5,23,14,4
1950,1,8,46,2
2037,2,8,45,2
2037,0,29,49,0
2037,11,45,19,1
2037,7,18,26,1
2037,9,24,24,3
2037,10,25,19,2
2037,8,18,17,2
2037,6,16,34,2
2037,4,10,20,2
2037,3,10,14,2
2037,5,11,36,2
2037,13,50,19,2
2037,12,50,25,2
2037,1,5,34,2
1342,2,3,50,2
1342,0,2,4,0
1342,16,50,34,0
1342,11,30,6,0
1342,7,24,1,0
1342,9,25,11,0
1342,10,28,21,3
1342,17,50,5,0
1342,8,24,23,3
1342,6,18,23,1
1342,4,8,46,1
1342,3,4,42,1
1342,5,9,50,2
1342,13,46,48,0
1342,14,48,30,0
1342,15,50,14,0
1342,12,38,42,0
1342,1,1,50,1
1039,18,39,19,1
1039,2,1,10,2
1039,0,32,49,0
1039,16,28,20,1
1039,11,20,1,0
1039,21,45,20,1
1039,7,9,46,1
1039,9,13,41,1
1039,10,17,26,1
1039,19,41,22,1
1039,17,32,17,0
1039,8,12,8,0
1039,6,11,2,0
1039,4,8,42,1
1039,3,1,50,0
1039,5,7,5,1
1039,20,44,25,1
1039,13,22,11,2
1039,14,29,8,1
1039,15,26,14,2
1039,12,21,18,1
1039,1,1,11,2
808,2,1,7,2
808,0,28,47,0
808,11,20,23,2
808,7,13,28,1
808,9,18,6,0
808,10,18,17,2
808,8,16,23,2
808,6,11,24,1
808,4,11,15,2
808,3,6,50,1
808,5,10,37,1
808,13,36,18,1
808,14,50,23,1
808,15,50,28,1
808,12,29,13,2
808,1,1,3,2
1529,18,50,17,4
1529,2,3,44,1
1529,0,40,47,0
1529,16,47,14,4
1529,11,40,11,1
1529,7,27,22,2
1529,9,32,17,2
1529,10,31,1,1
1529,19,50,24,4
1529,17,50,24,4
1529,8,27,11,3
1529,6,19,50,0
1529,4,12,36,1
1529,3,6,38,1
1529,5,10,48,1
1529,20,28,5,1
1529,13,41,26,4
1529,14,46,21,4
1529,15,47,6,0
1529,12,41,18,4
1529,1,1,3,1
2149,2,8,47,3
2149,0,30,47,0
2149,11,49,22,4
2149,7,22,24,3
2149,9,37,19,4
2149,10,42,18,4
2149,8,32,19,3
2149,6,20,20,3
2149,4,9,50,4
2149,3,10,39,3
2149,5,17,16,2
2149,13,28,7,2
2149,14,29,1,3
2149,15,33,1,3
2149,12,50,25,3
2149,1,1,9,1
2355,2,11,14,2
2355,0,27,49,0
2355,11,43,23,3
2355,7,30,1,2
2355,9,33,19,2
2355,10,40,19,3
2355,8,29,1,2
2355,6,24,1,2
2355,4,21,18,2
2355,3,12,35,1
2355,5,23,12,1
2355,13,50,31,2
2355,12,50,23,3
2355,1,1,3,1
2369,18,38,19,2
2369,2,9,12,1
2369,0,30,47,0
2369,16,36,3,2
2369,11,30,1,2
2369,21,1,3,1
2369,7,20,3,0
2369,9,25,5,3
2369,10,25,23,4
2369,19,40,15,2
2369,17,37,10,0
2369,8,23,17,6
2369,22,9,50,1
2369,6,20,28,4
2369,4,19,16,5
2369,3,14,28,3
2369,5,19,22,5
2369,20,50,30,2
2369,13,29,1,2
2369,14,31,19,3
2369,15,33,10,2
2369,12,27,11,3
2369,1,1,38,0
1078,2,1,12,3
1078,0,35,48,0
1078,16,34,18,2
1078,11,29,17,3
1078,7,10,39,2
1078,9,22,15,1
1078,10,26,11,2
1078,8,19,36,0
1078,6,9,49,1
1078,4,4,40,2
1078,3,3,11,3
1078,5,9,12,3
1078,13,33,5,0
1078,14,35,13,2
1078,15,33,1,2
1078,12,30,23,2
1078,1,1,3,1
442,2,12,35,1
442,0,4,1,0
442,7,41,19,2
442,9,9,45,1
442,10,50,24,2
442,8,45,21,2
442,6,32,18,5
442,4,18,26,1
442,3,17,16,3
442,5,24,18,5
442,1,9,50,3
2489,2,6,50,1
2489,0,34,44,0
2489,11,37,18,1
2489,7,19,20,2
2489,9,22,15,2
2489,10,24,22,2
2489,8,20,30,1
2489,6,15,28,2
2489,4,13,33,1
2489,3,8,11,1
2489,5,14,50,0
2489,13,47,21,1
2489,14,50,27,2
2489,15,32,1,1
2489,12,44,6,0
2489,1,1,9,2
595,2,9,29,4
595,0,35,49,0
595,11,33,18,1
595,7,15,42,4
595,9,29,3,3
595,10,31,1,3
595,8,18,35,4
595,6,15,29,4
595,4,11,36,6
595,3,9,45,3
595,5,14,15,1
595,13,10,41,4
595,14,50,29,2
595,12,50,24,2
595,1,8,50,3
743,7,36,19,2
743,4,12,10,1
743,2,5,11,2
743,3,11,37,3
743,0,29,46,0
743,5,15,29,4
743,8,50,22,1
743,6,28,18,2
743,1,1,6,2
976,2,10,39,2
976,0,1,5,0
976,11,31,18,3
976,7,27,1,2
976,9,31,13,5
976,10,33,8,2
976,8,29,6,2
976,6,25,15,5
976,4,14,31,2
976,3,10,45,1
976,5,18,17,2
976,13,33,1,2
976,14,41,20,1
976,12,6,50,2
976,1,9,50,2
546,18,8,50,1
546,2,10,13,1
546,0,28,48,0
546,16,50,27,3
546,11,29,17,2
546,7,19,30,2
546,9,22,24,3
546,10,28,22,2
546,19,32,1,1
546,17,50,30,3
546,8,22,17,2
546,6,17,25,2
546,4,14,28,2
546,3,12,33,2
546,5,16,20,3
546,13,49,20,3
546,14,50,23,2
546,15,50,30,3
546,12,40,18,2
546,1,1,4,2
1023,2,10,50,3
1023,0,35,49,0
1023,11,1,3,1
1023,7,27,14,2
1023,9,35,1,1
1023,10,50,26,2
1023,8,32,19,2
1023,6,18,23,0
1023,4,10,40,4
1023,3,11,14,1
1023,5,15,42,4
1023,12,33,1,1
1023,1,4,38,4
972,2,13,15,1
972,0,29,44,0
972,11,22,25,2
972,7,32,21,1
972,9,50,28,2
972,10,1,3,1
972,8,41,19,1
972,6,26,21,3
972,4,18,13,2
972,3,16,26,1
972,5,22,17,2
972,1,9,50,2
1219,2,10,40,3
1219,0,30,48,0
1219,11,1,3,1
1219,7,26,21,3
1219,9,44,20,1
1219,10,50,25,2
1219,8,36,18,2
1219,6,27,7,3
1219,4,13,31,5
1219,3,11,35,4
1219,5,19,25,5
1219,1,7,50,1
2281,2,14,15,2
2281,0,33,48,0
2281,11,45,21,2
2281,7,27,10,1
2281,9,33,8,1
2281,10,44,26,2
2281,8,23,25,2
2281,6,20,18,3
2281,4,18,23,3
2281,3,12,35,2
2281,5,18,34,2
2281,13,1,8,3
2281,14,6,50,1
2281,12,50,25,3
2281,1,3,11,3
1075,2,10,40,1
1075,0,29,47,0
1075,11,50,28,3
1075,7,23,22,2
1075,9,1,3,1
1075,10,6,50,3
1075,8,48,21,3
1075,6,22,15,2
1075,4,18,13,2
1075,3,9,50,3
1075,5,28,4,2
1075,1,3,50,3
945,2,6,50,1
945,0,3,2,0
945,16,50,4,0
945,11,35,5,0
945,7,22,30,1
945,9,24,24,1
945,10,30,24,2
945,17,50,37,0
945,8,22,14,1
945,6,18,19,2
945,4,12,50,1
945,3,9,28,0
945,5,16,25,1
945,13,45,10,0
945,14,47,22,1
945,15,49,26,1
945,12,35,19,1
945,1,1,50,1
376,2,4,10,1
376,0,33,46,0
376,16,50,28,3
376,11,29,18,5
376,7,13,33,2
376,9,24,24,4
376,10,25,15,4
376,17,26,11,4
376,8,13,50,4
376,6,12,48,3
376,4,8,50,4
376,3,8,48,3
376,5,10,39,2
376,13,41,19,1
376,14,43,24,2
376,15,49,21,2
376,12,41,14,1
376,1,3,50,4
754,2,2,13,0
754,0,26,48,0
754,11,42,26,2
754,7,19,14,1
754,9,41,19,2
754,10,42,13,2
754,8,22,24,1
754,6,17,26,1
754,4,9,37,1
754,3,6,48,1
754,5,14,15,1
754,12,47,31,0
754,1,1,50,1
684,18,29,29,0
684,2,1,7,2
684,0,1,44,0
684,16,26,26,0
684,11,19,1,0
684,21,50,26,0
684,7,9,22,0
684,9,18,24,2
684,10,18,10,1
684,19,38,17,3
684,17,28,50,0
684,8,10,13,1
684,22,28,11,1
684,6,7,1,0
684,4,5,11,3
684,3,1,17,0
684,5,5,15,1
684,20,42,19,3
684,13,21,32,0
684,14,22,23,2
684,15,27,15,1
684,12,19,17,2
684,1,1,1,2
2267,2,9,50,2
2267,0,30,43,0
2267,11,4,11,1
2267,7,29,4,2
2267,9,40,18,2
2267,10,49,21,3
2267,8,25,22,4
2267,6,24,18,4
2267,4,15,30,6
2267,3,11,37,3
2267,5,18,23,6
2267,13,50,28,3
2267,12,33,18,2
2267,1,9,45,2
61,2,3,50,4
61,0,38,47,0
61,11,28,5,3
61,7,28,19,1
61,9,48,21,4
61,10,50,31,1
61,8,39,18,3
61,6,17,40,3
61,4,9,43,6
61,3,5,38,5
61,5,13,32,5
61,12,31,1,3
61,1,1,8,2
1048,2,2,12,2
1048,0,29,49,0
1048,16,39,19,2
1048,11,35,1,2
1048,7,22,17,1
1048,9,30,2,1
1048,10,30,21,1
1048,8,30,1,2
1048,6,14,31,2
1048,4,7,50,1
1048,3,6,11,1
1048,5,12,35,2
1048,13,37,1,2
1048,14,48,22,1
1048,15,50,21,1
1048,12,34,18,2
1048,1,1,7,2
500,2,13,23,1
500,0,2,2,0
500,11,50,23,4
500,7,31,23,1
500,9,35,42,0
500,10,42,26,2
500,8,35,17,1
500,6,27,15,1
500,4,20,22,2
500,3,13,33,2
500,5,22,17,2
500,12,50,36,0
500,1,8,29,2
383,2,9,50,5
383,0,30,49,0
383,7,29,18,6
383,9,36,6,0
383,10,50,29,1
383,8,28,9,1
383,6,18,29,1
383,4,11,37,3
383,3,10,44,4
383,5,16,17,1
383,1,1,1,1
710,4,26,18,5
710,2,9,50,1
710,3,14,31,3
710,0,29,47,0
710,1,1,4,1
330,2,12,33,3
330,0,30,46,0
330,11,4,11,1
330,7,28,17,3
330,9,49,22,2
330,10,50,25,2
330,8,37,18,5
330,6,27,11,3
330,4,19,18,4
330,3,18,26,2
330,5,22,24,4
330,1,10,38,3
1489,2,1,16,2
1489,0,32,49,0
1489,16,33,1,3
1489,11,28,10,1
1489,7,16,36,1
1489,9,26,17,1
1489,10,25,1,2
1489,8,17,25,2
1489,6,15,12,1
1489,4,11,14,2
1489,3,4,11,3
1489,5,14,30,2
1489,13,29,2,3
1489,14,34,3,2
1489,15,48,22,1
1489,12,27,1,3
1489,1,1,1,1
1761,7,49,21,2
1761,4,18,29,3
1761,2,10,50,1
1761,3,12,34,4
1761,0,34,42,0
1761,5,19,18,3
1761,8,13,15,3
1761,6,37,20,1
1761,1,1,10,3
431,2,6,11,2
431,0,29,38,0
431,7,29,4,2
431,9,48,21,2
431,10,50,30,2
431,8,47,29,1
431,6,31,18,1
431,4,8,49,2
431,3,9,41,1
431,5,12,11,2
431,1,9,50,2
409,2,9,13,3
409,0,31,46,0
409,11,32,18,2
409,7,20,28,2
409,9,29,5,2
409,10,27,17,2
409,8,21,15,2
409,6,19,23,2
409,4,16,30,2
409,3,10,30,1
409,5,19,18,1
409,13,6,11,3
409,14,6,50,1
409,15,9,42,1
409,12,34,4,2
409,1,1,6,2
862,2,8,45,3
862,0,29,43,0
862,16,2,11,2
862,11,49,27,1
862,7,27,7,1
862,9,33,18,1
862,10,42,19,1
862,8,32,7,1
862,6,20,25,2
862,4,9,39,3
862,3,6,10,2
862,5,15,28,2
862,13,50,16,1
862,14,50,30,2
862,15,50,30,2
862,12,50,23,1
862,1,1,11,2
1914,2,1,9,4
1914,0,30,46,0
1914,7,32,18,3
1914,9,50,26,2
1914,8,43,20,2
1914,6,27,9,3
1914,4,14,31,6
1914,3,10,43,3
1914,5,20,17,2
1914,1,1,2,4
36,18,43,20,1
36,2,3,50,2
36,0,30,45,0
36,16,37,1,2
36,11,24,13,1
36,21,50,1,0
36,7,12,34,2
36,9,19,1,0
36,10,21,26,1
36,19,45,9,0
36,17,38,2,1
36,8,16,30,2
36,22,50,4,0
36,6,11,11,0
36,4,9,47,3
36,3,5,36,2
36,5,7,24,0
36,20,50,50,0
36,23,17,26,1
36,13,30,1,2
36,14,32,18,1
36,15,35,13,1
36,12,24,18,1
36,1,1,24,0
2165,18,50,27,4
2165,2,7,32,2
2165,0,1,1,0
2165,16,48,50,0
2165,11,31,1,2
2165,7,18,27,2
2165,9,22,27,1
2165,10,23,19,2
2165,19,50,25,4
2165,17,49,22,4
2165,8,21,12,2
2165,6,18,16,2
2165,4,11,34,3
2165,3,9,50,2
2165,5,17,32,3
2165,20,50,50,0
2165,13,29,23,4
2165,14,34,19,3
2165,15,39,1,1
2165,12,27,18,2
2165,1,4,50,2
2391,2,9,43,3
2391,0,28,49,0
2391,11,30,1,1
2391,7,40,19,2
2391,9,24,13,3
2391,10,28,9,2
2391,8,7,50,3
2391,6,31,17,2
2391,4,16,33,4
2391,3,12,35,3
2391,5,21,25,5
2391,12,50,25,1
2391,1,3,11,2
870,2,6,50,2
870,0,30,45,0
870,11,36,19,1
870,7,26,2,1
870,9,26,17,3
870,10,30,17,3
870,8,26,11,4
870,6,25,7,2
870,4,16,17,2
870,3,9,43,1
870,5,21,25,1
870,13,50,25,2
870,14,50,31,1
870,12,48,22,2
870,1,1,5,1
2429,2,1,10,2
2429,0,32,37,0
2429,11,28,1,2
2429,7,12,38,1
2429,9,16,16,2
2429,10,26,13,1
2429,8,13,31,1
2429,6,10,13,3
2429,4,9,19,2
2429,3,5,11,3
2429,5,9,50,2
2429,13,33,3,2
2429,12,29,7,2
2429,1,1,5,2
1160,2,1,9,2
1160,0,1,39,0
1160,7,27,15,2
1160,9,48,22,4
1160,10,50,19,4
1160,8,34,6,2
1160,6,29,2,2
1160,4,18,25,2
1160,3,15,17,4
1160,5,22,17,3
1160,1,1,8,2
680,2,1,15,3
680,0,29,46,0
680,11,35,18,1
680,7,16,19,3
680,9,24,20,2
680,10,29,5,2
680,8,21,17,3
680,6,9,50,2
680,4,12,34,4
680,3,8,12,3
680,5,9,46,2
680,13,18,24,3
680,14,27,11,3
680,15,48,21,2
680,12,50,28,3
680,1,1,8,6
1711,7,50,27,3
1711,4,27,20,3
1711,2,11,14,3
1711,3,20,21,5
1711,0,26,41,0
1711,5,38,19,5
1711,8,27,11,1
1711,6,43,20,4
1711,1,8,50,3
2026,7,42,19,1
2026,4,8,50,3
2026,2,1,16,5
2026,3,9,42,2
2026,0,29,44,0
2026,5,15,27,1
2026,8,50,28,1
2026,6,20,17,1
2026,1,1,10,5
1733,4,19,23,2
1733,2,12,33,1
1733,3,13,15,3
1733,0,29,47,0
1733,5,34,19,1
1733,6,28,3,2
1733,1,10,41,2
304,7,12,33,5
304,4,22,31,2
304,2,7,32,3
304,3,15,31,5
304,0,25,1,0
304,5,37,18,1
304,8,50,31,1
304,6,6,50,1
304,1,6,11,1
476,2,5,11,3
476,0,26,48,0
476,11,41,25,2
476,7,21,18,3
476,9,30,1,2
476,10,42,20,2
476,8,28,5,1
476,6,16,16,4
476,4,10,13,3
476,3,8,34,3
476,5,12,33,3
476,13,1,3,2
476,14,33,1,2
476,15,50,29,3
476,12,50,24,4
476,1,1,9,3
629,7,30,17,2
629,4,15,16,3
629,2,9,50,2
629,3,9,40,2
629,0,30,44,0
629,5,22,17,4
629,8,50,24,1
629,6,23,25,3
629,1,8,46,2
361,7,50,25,4
361,4,25,11,4
361,2,8,45,2
361,3,18,27,3
361,0,1,4,0
361,5,28,19,5
361,8,13,33,3
361,6,41,19,6
361,1,7,50,3
772,18,44,15,3
772,2,5,21,0
772,0,1,49,0
772,16,33,41,0
772,11,27,28,1
772,21,50,1,0
772,7,20,15,1
772,9,23,11,0
772,10,26,20,1
772,19,48,22,3
772,17,42,29,0
772,8,21,6,0
772,22,50,36,0
772,6,15,28,1
772,4,16,22,1
772,3,10,11,0
772,5,15,10,0
772,20,48,50,0
772,23,50,13,1
772,13,30,16,2
772,14,32,27,1
772,15,36,18,2
772,12,28,50,0
772,1,1,11,0
1986,2,8,50,3
1986,0,30,47,0
1986,7,25,22,3
1986,9,6,50,3
1986,10,50,25,1
1986,8,31,18,3
1986,6,29,1,2
1986,4,10,43,1
1986,3,9,13,1
1986,5,13,32,1
1986,1,4,45,2
2118,2,6,11,1
2118,0,29,48,0
2118,11,24,13,2
2118,7,20,10,1
2118,9,23,23,3
2118,10,22,27,3
2118,8,21,17,3
2118,6,15,30,3
2118,4,10,38,4
2118,3,7,31,2
2118,5,9,44,3
2118,12,32,1,1
2118,1,7,50,3
415,2,1,11,2
415,0,31,42,0
415,11,50,23,3
415,7,12,36,3
415,9,26,21,1
415,10,34,2,2
415,8,27,7,3
415,6,14,31,3
415,4,9,45,1
415,3,2,44,1
415,5,8,50,4
415,12,9,14,1
415,1,1,3,1
2133,2,10,30,2
2133,0,1,8,0
2133,11,41,19,1
2133,7,21,32,3
2133,9,33,4,1
2133,10,30,1,1
2133,8,23,15,2
2133,6,20,20,5
2133,4,15,30,3
2133,3,11,38,2
2133,5,23,24,4
2133,1,8,49,1
1030,2,4,47,2
1030,0,33,49,0
1030,11,42,19,1
1030,7,23,13,2
1030,9,28,18,0
1030,10,31,10,0
1030,8,29,1,1
1030,6,17,17,2
1030,4,9,44,2
1030,3,7,1,0
1030,5,13,44,2
1030,1,2,44,2
1305,18,50,11,0
1305,2,1,6,1
1305,0,31,49,0
1305,16,50,23,1
1305,11,21,5,1
1305,7,15,15,2
1305,9,19,29,0
1305,10,20,20,2
1305,17,50,35,0
1305,8,16,27,2
1305,6,12,1,0
1305,4,8,50,3
1305,3,5,45,3
1305,5,11,50,3
1305,13,26,16,3
1305,14,40,19,2
1305,15,49,16,1
1305,12,28,9,1
1305,1,1,1,1
1615,18,50,45,0
1615,2,2,50,2
1615,0,1,10,0
1615,16,48,26,2
1615,11,28,18,2
1615,7,24,2,1
1615,9,27,1,1
1615,10,28,1,1
1615,19,50,36,0
1615,17,50,31,1
1615,8,28,8,1
1615,6,21,15,3
1615,4,6,35,0
1615,3,8,48,2
1615,5,13,50,2
1615,20,50,27,2
1615,13,32,3,1
1615,14,33,18,1
1615,15,46,21,1
1615,12,28,23,2
1615,1,1,50,1
2377,2,10,38,2
2377,0,1,1,0
2377,7,41,20,2
2377,9,7,49,1
